"SITE_ID","YEAR","PRECIP","N_WET_NH4","N_WET_NO3","N_WET","N_DRY_HNO3","N_DRY_NO3","N_DRY_TNO3","N_DRY_NH4","N_DRY_NH3","N_DRY_NH3NET","N_DRY_NOM","N_DRY_NRED","N_DRY_NOXI","N_DRY","N_TOTAL_NRED","N_TOTAL_NOXI","N_TOTAL","S_WET_SO4","S_WET","S_DRY_SO2","S_DRY_SO4","S_DRY","S_TOTAL","NA_DRY","NA_WET","NA_TOTAL","MG_DRY","MG_WET","MG_TOTAL","K_DRY","K_WET","K_TOTAL","CA_DRY","CA_WET","CA_TOTAL","CL_DRY","CL_WET","CL_TOTAL"
"GTH161","2006.0","56.882","0.542","0.886","1.428","0.266","0.037","0.303","0.062","0.137","0.093","0.091","0.199","0.393","0.592","0.74","1.279","2.02","0.687","0.687","0.052","0.045","0.098","0.784","0.028","0.188","0.217","0.02","0.119","0.138","0.027","0.162","0.189","0.106","1.242","1.349","0.027","0.263","0.289"
"GTH161","2010.0","69.714","0.576","0.87","1.446","0.2","0.052","0.252","0.071","0.164","0.113","0.082","0.235","0.334","0.569","0.811","1.204","2.015","0.728","0.728","0.041","0.046","0.087","0.816","0.046","0.254","0.3","0.031","0.205","0.236","0.046","0.249","0.295","0.272","3.246","3.518","0.035","0.386","0.421"
"GTH161","2011.0","55.938","0.615","0.688","1.303","0.255","0.052","0.307","0.078","0.156","0.104","0.078","0.234","0.385","0.619","0.849","1.073","1.922","0.613","0.613","0.035","0.052","0.087","0.701","0.048","0.195","0.243","0.026","0.086","0.112","0.032","0.109","0.141","0.192","0.867","1.059","0.032","0.262","0.294"
"GTH161","2012.0","48.822","0.628","0.669","1.296","0.271","0.058","0.329","0.088","0.162","0.107","0.095","0.25","0.424","0.674","0.878","1.093","1.971","0.485","0.485","0.052","0.058","0.11","0.595","0.061","0.128","0.189","0.036","0.098","0.134","0.043","0.125","0.168","0.264","1.023","1.287","0.039","0.185","0.225"
"GTH161","2013.0","76.793","1.084","1.065","2.149","0.265","0.048","0.313","0.085","0.172","0.119","0.079","0.258","0.393","0.651","1.342","1.457","2.8","0.842","0.842","0.052","0.053","0.105","0.948","0.052","0.302","0.354","0.027","0.212","0.238","0.038","0.369","0.407","0.236","2.73","2.965","0.038","0.408","0.446"
"GTH161","2014.0","81.242","0.918","0.838","1.756","0.224","0.049","0.273","0.078","0.184","0.137","0.082","0.262","0.355","0.618","1.181","1.193","2.374","0.644","0.644","0.048","0.05","0.097","0.742","0.052","0.261","0.313","0.029","0.107","0.136","0.033","0.117","0.15","0.22","0.931","1.151","0.036","0.341","0.378"
"GTH161","2015.0","67.806","0.748","0.642","1.39","0.224","0.037","0.262","0.067","0.192","0.138","0.085","0.26","0.347","0.606","1.008","0.989","1.997","0.511","0.511","0.084","0.042","0.125","0.636","0.044","0.194","0.238","0.021","0.1","0.12","0.026","0.133","0.159","0.147","0.891","1.038","0.029","0.29","0.319"
"GTH161","2007.0","47.945","0.536","0.709","1.245","0.306","0.049","0.355","0.068","0.169","0.113","0.097","0.237","0.453","0.69","0.773","1.162","1.934","0.521","0.521","0.061","0.049","0.11","0.631","0.033","0.188","0.221","0.021","0.093","0.114","0.032","0.138","0.17","0.129","0.976","1.106","0.028","0.305","0.333"
"GTH161","2016.0","60.188","0.892","0.71","1.603","0.226","0.042","0.267","0.067","0.204","0.153","0.08","0.271","0.347","0.618","1.163","1.057","2.22","0.496","0.496","0.076","0.041","0.118","0.614","0.049","0.196","0.245","0.022","0.134","0.157","0.028","0.199","0.228","0.15","1.3","1.45","0.034","0.282","0.316"
"GTH161","2017.0","60.013","0.808","0.725","1.533","0.225","0.042","0.266","0.075","0.222","0.175","0.065","0.298","0.331","0.629","1.106","1.056","2.163","0.539","0.539","0.06","0.045","0.105","0.644","0.041","0.142","0.184","0.025","0.099","0.124","0.036","0.095","0.131","0.158","0.987","1.145","0.038","0.292","0.33"
"GTH161","2018.0","59.996","0.68","0.563","1.243","0.234","0.053","0.287","0.074","0.222","0.175","0.065","0.297","0.352","0.649","0.976","0.915","1.892","0.278","0.278","0.041","0.043","0.084","0.362","0.062","0.117","0.179","0.03","0.063","0.093","0.052","0.077","0.129","0.191","0.704","0.895","0.045","0.219","0.264"
"GTH161","2019.0","62.654","0.588","0.454","1.042","0.208","0.036","0.244","0.065","0.222","0.175","0.065","0.287","0.309","0.597","0.875","0.763","1.638","0.286","0.286","0.039","0.039","0.078","0.364","0.041","0.113","0.154","0.024","0.064","0.087","0.029","0.071","0.1","0.129","0.659","0.788","0.035","0.22","0.255"
"GTH161","2020.0","55.075","0.839","0.541","1.379","0.254","0.053","0.307","0.084","0.222","0.175","0.065","0.307","0.372","0.678","1.145","0.913","2.058","0.338","0.338","0.045","0.048","0.093","0.432","0.052","0.139","0.191","0.034","0.079","0.113","0.054","0.103","0.157","0.21","0.832","1.042","0.037","0.227","0.264"
"ROM406","2001.0","70.592","1.055","1.16","2.214","2.18","0.388","2.568","0.277","0.562","0.415","0.394","0.839","2.962","3.801","1.894","4.121","6.015","0.887","0.887","0.296","0.208","0.504","1.391","0.139","0.147","0.286","0.055","0.095","0.15","0.072","0.121","0.192","0.378","0.952","1.33","0.068","0.256","0.323"
"ROM406","2002.0","58.99","0.921","1.02","1.941","2.404","0.222","2.626","0.193","0.562","0.415","0.394","0.755","3.02","3.775","1.676","4.039","5.715","0.639","0.639","0.34","0.145","0.485","1.124","0.134","0.142","0.275","0.051","0.115","0.166","0.074","0.096","0.17","0.389","1.352","1.742","0.068","0.209","0.277"
"ROM406","2003.0","78.185","1.167","1.21","2.378","2.355","0.168","2.523","0.186","0.751","0.591","0.417","0.937","2.939","3.876","2.104","4.15","6.254","0.866","0.866","0.27","0.126","0.397","1.263","0.08","0.139","0.219","0.041","0.136","0.177","0.061","0.146","0.207","0.283","1.57","1.852","0.068","0.254","0.322"
"ROM406","2004.0","86.738","1.817","1.618","3.435","2.165","0.154","2.319","0.168","0.564","0.439","0.386","0.732","2.705","3.437","2.549","4.324","6.872","1.222","1.222","0.257","0.121","0.378","1.6","0.077","0.173","0.251","0.032","0.106","0.138","0.049","0.199","0.248","0.234","1.063","1.297","0.056","0.339","0.395"
"ROM406","2005.0","80.381","1.015","1.011","2.026","2.24","0.131","2.371","0.167","0.571","0.429","0.37","0.739","2.741","3.48","1.754","3.752","5.506","0.876","0.876","0.266","0.12","0.386","1.262","0.068","0.162","0.23","0.033","0.082","0.116","0.06","0.204","0.264","0.213","0.813","1.026","0.059","0.286","0.345"
"ROM406","2006.0","74.485","1.22","1.439","2.66","2.36","0.182","2.541","0.213","0.816","0.657","0.462","1.029","3.004","4.033","2.249","4.443","6.692","1.023","1.023","0.308","0.162","0.47","1.493","0.095","0.288","0.383","0.055","0.163","0.219","0.077","0.196","0.274","0.34","2.728","3.068","0.074","0.292","0.365"
"ROM406","2007.0","73.37","1.492","1.24","2.733","2.265","0.213","2.478","0.224","0.972","0.797","0.449","1.196","2.926","4.122","2.688","4.167","6.855","0.828","0.828","0.248","0.156","0.404","1.232","0.097","0.115","0.212","0.049","0.091","0.141","0.079","0.115","0.194","0.293","0.954","1.247","0.09","0.238","0.328"
"ROM406","2008.0","79.811","0.829","0.881","1.71","1.798","0.172","1.97","0.2","0.76","0.616","0.407","0.96","2.377","3.337","1.789","3.258","5.047","0.703","0.703","0.214","0.138","0.352","1.056","0.125","0.213","0.338","0.051","0.113","0.164","0.074","0.184","0.258","0.386","1.035","1.421","0.09","0.32","0.411"
"ROM406","2009.0","95.762","0.964","0.953","1.917","1.454","0.151","1.605","0.187","0.793","0.657","0.372","0.98","1.977","2.957","1.944","2.93","4.874","0.818","0.818","0.188","0.13","0.318","1.136","0.1","0.194","0.293","0.046","0.141","0.188","0.089","0.209","0.298","0.345","2.391","2.736","0.068","0.326","0.394"
"ROM406","2010.0","99.851","0.702","0.854","1.556","1.527","0.147","1.674","0.175","0.768","0.609","0.352","0.942","2.025","2.968","1.645","2.879","4.524","0.666","0.666","0.204","0.118","0.322","0.988","0.088","0.184","0.271","0.041","0.154","0.195","0.066","0.15","0.215","0.332","2.337","2.669","0.066","0.272","0.339"
"ROM406","2011.0","107.059","1.011","1.042","2.053","1.474","0.158","1.632","0.2","0.766","0.614","0.332","0.967","1.964","2.931","1.978","3.007","4.984","0.779","0.779","0.167","0.141","0.308","1.086","0.118","0.202","0.32","0.053","0.13","0.184","0.068","0.147","0.215","0.373","1.06","1.433","0.087","0.312","0.399"
"ROM406","2012.0","71.734","0.89","0.77","1.661","1.845","0.197","2.042","0.251","0.904","0.737","0.4","1.155","2.442","3.597","2.045","3.212","5.257","0.631","0.631","0.2","0.151","0.351","0.983","0.139","0.164","0.303","0.07","0.105","0.174","0.102","0.102","0.204","0.518","1.131","1.649","0.091","0.205","0.296"
"ROM406","2013.0","112.375","1.898","1.275","3.173","1.598","0.137","1.736","0.21","1.081","0.913","0.392","1.29","2.127","3.417","3.188","3.402","6.59","0.992","0.992","0.194","0.124","0.318","1.309","0.103","0.22","0.323","0.041","0.167","0.208","0.061","0.171","0.232","0.306","2.044","2.35","0.078","0.329","0.407"
"ROM406","2014.0","110.586","1.332","1.051","2.383","1.592","0.145","1.737","0.223","1.104","0.947","0.402","1.327","2.139","3.466","2.659","3.19","5.849","0.719","0.719","0.17","0.133","0.304","1.022","0.108","0.219","0.328","0.048","0.147","0.195","0.069","0.158","0.227","0.377","2.307","2.684","0.083","0.323","0.406"
"ROM406","2015.0","93.87","1.156","0.863","2.019","1.512","0.12","1.632","0.182","1.122","0.958","0.378","1.303","2.011","3.314","2.459","2.873","5.333","0.62","0.62","0.267","0.097","0.365","0.985","0.095","0.246","0.34","0.036","0.114","0.149","0.053","0.271","0.324","0.257","0.99","1.248","0.066","0.376","0.442"
"ROM406","2016.0","87.74","1.348","0.835","2.184","1.497","0.13","1.627","0.179","1.169","0.995","0.331","1.348","1.958","3.306","2.696","2.794","5.49","0.536","0.536","0.229","0.103","0.332","0.868","0.098","0.176","0.273","0.04","0.109","0.149","0.061","0.231","0.291","0.299","1.051","1.35","0.076","0.341","0.418"
"ROM406","2017.0","102.007","1.576","0.944","2.52","1.498","0.14","1.638","0.204","1.148","0.972","0.295","1.352","1.934","3.286","2.929","2.877","5.806","0.618","0.618","0.171","0.105","0.275","0.893","0.093","0.122","0.215","0.045","0.105","0.151","0.081","0.124","0.206","0.336","1.014","1.35","0.068","0.275","0.343"
"ROM406","2018.0","67.69","1.078","0.657","1.734","1.586","0.205","1.791","0.204","1.148","0.972","0.295","1.352","2.087","3.439","2.43","2.744","5.173","0.35","0.35","0.123","0.101","0.224","0.574","0.139","0.125","0.264","0.056","0.094","0.15","0.092","0.116","0.208","0.398","0.933","1.331","0.098","0.214","0.312"
"ROM406","2019.0","91.699","1.019","0.702","1.722","1.484","0.188","1.671","0.217","1.148","0.972","0.295","1.366","1.966","3.332","2.385","2.669","5.054","0.406","0.406","0.109","0.107","0.216","0.622","0.106","0.132","0.238","0.04","0.089","0.128","0.06","0.096","0.156","0.24","0.865","1.105","0.084","0.263","0.346"
"ROM406","2020.0","69.357","1.435","0.654","2.09","1.492","0.208","1.7","0.222","1.148","0.972","0.295","1.37","1.995","3.365","2.805","2.65","5.455","0.508","0.508","0.138","0.11","0.247","0.756","0.124","0.211","0.335","0.07","0.161","0.231","0.139","0.251","0.39","0.539","1.685","2.224","0.1","0.307","0.407"
"MEV405","2013.0","43.155","0.547","0.597","1.144","0.719","0.064","0.784","0.078","0.164","-0.044","0.203","0.242","0.986","1.229","0.789","1.583","2.372","0.473","0.473","0.146","0.046","0.192","0.665","0.061","0.178","0.238","0.03","0.121","0.151","0.032","0.101","0.133","0.307","1.582","1.889","0.034","0.245","0.279"
"MEV405","2014.0","40.335","0.878","0.965","1.843","0.586","0.062","0.647","0.073","0.164","-0.036","0.189","0.237","0.836","1.073","1.115","1.802","2.916","0.739","0.739","0.145","0.041","0.187","0.926","0.059","0.259","0.318","0.026","0.137","0.163","0.025","0.067","0.092","0.256","1.457","1.712","0.031","0.275","0.306"
"MEV405","2015.0","63.398","1.102","1.179","2.282","0.606","0.047","0.653","0.064","0.164","-0.013","0.216","0.228","0.869","1.096","1.33","2.048","3.378","0.936","0.936","0.175","0.034","0.209","1.145","0.047","0.559","0.606","0.017","0.156","0.172","0.018","0.112","0.131","0.142","1.537","1.679","0.021","0.628","0.65"
"MEV405","2016.0","45.034","0.771","0.829","1.601","0.557","0.049","0.606","0.061","0.189","-0.008","0.172","0.25","0.779","1.028","1.021","1.608","2.629","0.593","0.593","0.143","0.032","0.176","0.768","0.056","0.378","0.434","0.019","0.147","0.166","0.021","0.244","0.265","0.159","1.912","2.071","0.031","0.365","0.396"
"MEV405","2017.0","38.046","0.749","0.774","1.522","0.555","0.043","0.598","0.065","0.205","0.001","0.191","0.27","0.789","1.059","1.019","1.563","2.582","0.5","0.5","0.139","0.033","0.171","0.671","0.042","0.246","0.288","0.019","0.101","0.12","0.023","0.075","0.098","0.151","1.197","1.349","0.021","0.306","0.327"
"MEV405","2018.0","29.994","0.492","0.392","0.884","0.528","0.055","0.582","0.054","0.205","0.001","0.191","0.259","0.774","1.033","0.751","1.166","1.917","0.234","0.234","0.108","0.027","0.135","0.369","0.054","0.098","0.151","0.023","0.068","0.091","0.029","0.075","0.104","0.188","0.727","0.915","0.034","0.164","0.197"
"MEV405","2019.0","53.215","0.455","0.446","0.901","0.5","0.046","0.546","0.056","0.205","0.001","0.191","0.261","0.737","0.998","0.716","1.183","1.9","0.322","0.322","0.099","0.029","0.128","0.45","0.049","0.174","0.223","0.019","0.072","0.091","0.021","0.103","0.124","0.138","0.925","1.063","0.025","0.269","0.293"
"MEV405","2020.0","22.936","0.348","0.256","0.603","0.517","0.047","0.564","0.061","0.205","0.001","0.191","0.266","0.756","1.022","0.614","1.011","1.625","0.179","0.179","0.089","0.03","0.119","0.298","0.046","0.094","0.14","0.022","0.054","0.077","0.035","0.065","0.1","0.178","0.536","0.714","0.025","0.149","0.173"
"MEV405","2001.0","29.13","0.405","0.879","1.284","0.966","0.067","1.033","0.068","0.125","-0.075","0.257","0.193","1.291","1.483","0.597","2.17","2.767","0.883","0.883","0.449","0.054","0.503","1.386","0.058","0.178","0.237","0.023","0.089","0.112","0.023","0.056","0.078","0.21","1.059","1.269","0.023","0.243","0.267"
"MEV405","2002.0","21.969","0.514","0.554","1.068","0.967","0.094","1.06","0.059","0.125","-0.075","0.257","0.184","1.317","1.501","0.697","1.872","2.569","0.587","0.587","0.389","0.043","0.432","1.019","0.055","0.126","0.181","0.033","0.084","0.117","0.033","0.079","0.112","0.467","1.4","1.867","0.023","0.198","0.221"
"MEV405","2003.0","30.953","0.449","0.63","1.079","0.925","0.079","1.005","0.054","0.117","-0.084","0.234","0.172","1.239","1.411","0.62","1.869","2.489","0.636","0.636","0.37","0.039","0.409","1.046","0.047","0.092","0.14","0.032","0.099","0.13","0.042","0.099","0.141","0.499","1.507","2.006","0.023","0.188","0.211"
"MEV405","2004.0","35.853","0.531","0.848","1.379","1.056","0.068","1.124","0.061","0.101","-0.073","0.208","0.162","1.332","1.494","0.693","2.18","2.873","0.779","0.779","0.348","0.045","0.393","1.172","0.055","0.142","0.197","0.021","0.092","0.113","0.027","0.092","0.119","0.166","1.22","1.386","0.027","0.253","0.28"
"MEV405","2005.0","48.5","0.643","1.054","1.696","1.16","0.065","1.224","0.061","0.103","-0.072","0.217","0.164","1.441","1.605","0.807","2.495","3.302","1.119","1.119","0.376","0.049","0.424","1.544","0.054","0.132","0.186","0.024","0.086","0.11","0.034","0.081","0.115","0.193","1.087","1.28","0.05","0.262","0.313"
"MEV405","2006.0","35.932","0.621","1.018","1.64","1.055","0.059","1.114","0.061","0.105","-0.062","0.254","0.167","1.368","1.535","0.788","2.387","3.175","0.801","0.801","0.388","0.043","0.431","1.232","0.045","0.156","0.202","0.024","0.148","0.173","0.027","0.073","0.1","0.178","1.435","1.613","0.02","0.252","0.272"
"MEV405","2007.0","39.708","0.635","1.097","1.732","1.118","0.071","1.19","0.067","0.125","-0.049","0.256","0.192","1.446","1.638","0.828","2.543","3.371","0.967","0.967","0.326","0.047","0.373","1.34","0.054","0.215","0.269","0.028","0.139","0.167","0.031","0.076","0.107","0.197","1.538","1.735","0.025","0.337","0.361"
"MEV405","2008.0","42.023","0.493","0.915","1.407","0.933","0.073","1.006","0.073","0.118","-0.045","0.232","0.191","1.238","1.428","0.684","2.152","2.836","0.784","0.784","0.222","0.05","0.272","1.056","0.079","0.197","0.276","0.029","0.165","0.194","0.032","0.138","0.171","0.276","2.026","2.302","0.034","0.317","0.351"
"MEV405","2009.0","34.773","0.573","0.87","1.443","0.765","0.064","0.829","0.064","0.151","-0.026","0.24","0.214","1.069","1.284","0.787","1.939","2.726","1.274","1.274","0.17","0.04","0.21","1.485","0.051","0.302","0.354","0.029","0.309","0.338","0.037","0.285","0.321","0.317","6.881","7.199","0.025","0.355","0.379"
"MEV405","2010.0","52.832","0.713","1.027","1.739","0.711","0.07","0.781","0.067","0.12","-0.035","0.221","0.187","1.002","1.189","0.9","2.029","2.928","0.844","0.844","0.153","0.042","0.195","1.039","0.057","0.176","0.233","0.034","0.133","0.167","0.044","0.096","0.14","0.369","1.872","2.241","0.032","0.299","0.331"
"MEV405","2011.0","44.983","0.735","1.046","1.781","0.777","0.073","0.85","0.07","0.174","-0.034","0.22","0.244","1.069","1.313","0.979","2.115","3.094","0.93","0.93","0.162","0.046","0.207","1.138","0.061","0.192","0.253","0.03","0.158","0.188","0.03","0.094","0.124","0.269","1.718","1.987","0.03","0.277","0.307"
"MEV405","2012.0","30.388","0.578","0.774","1.351","0.809","0.069","0.878","0.072","0.184","-0.056","0.225","0.256","1.103","1.358","0.833","1.876","2.71","0.72","0.72","0.171","0.045","0.216","0.936","0.058","0.315","0.373","0.031","0.235","0.266","0.032","0.134","0.166","0.286","3.882","4.169","0.033","0.229","0.262"
"ABT147","2001.0","95.655","1.306","2.395","3.701","6.241","0.169","6.41","0.299","0.808","0.24","1.841","1.107","8.251","9.358","2.413","10.646","13.059","4.251","4.251","5.811","0.347","6.158","10.409","0.339","1.574","1.912","0.048","0.212","0.26","0.04","0.155","0.195","0.12","0.712","0.833","0.157","2.821","2.978"
"ABT147","2002.0","114.43","1.749","2.989","4.738","5.883","0.177","6.06","0.257","0.808","0.24","1.841","1.065","7.9","8.965","2.814","10.889","13.703","4.925","4.925","4.382","0.31","4.693","9.618","0.381","1.59","1.972","0.056","0.233","0.289","0.045","0.269","0.314","0.114","0.724","0.838","0.157","2.901","3.058"
"ABT147","2003.0","126.995","1.555","2.388","3.943","4.535","0.165","4.699","0.226","0.833","0.347","1.736","1.059","6.436","7.494","2.614","8.823","11.437","4.209","4.209","3.579","0.298","3.878","8.087","0.435","3.191","3.626","0.057","0.39","0.446","0.072","0.191","0.263","0.094","0.66","0.753","0.157","5.942","6.099"
"ABT147","2004.0","126.351","1.54","2.425","3.965","4.613","0.181","4.794","0.265","0.738","0.222","1.609","1.002","6.403","7.405","2.542","8.828","11.37","4.219","4.219","3.705","0.306","4.011","8.23","0.396","2.025","2.421","0.052","0.248","0.3","0.043","0.143","0.186","0.091","0.571","0.662","0.224","3.686","3.91"
"ABT147","2005.0","137.747","1.217","2.016","3.233","4.576","0.145","4.72","0.244","0.733","0.207","1.38","0.977","6.1","7.078","2.194","8.116","10.311","3.916","3.916","3.698","0.328","4.026","7.942","0.4","4.989","5.388","0.053","0.598","0.651","0.046","0.237","0.283","0.108","0.677","0.784","0.252","9.138","9.39"
"ABT147","2006.0","143.165","1.676","2.452","4.128","3.89","0.158","4.049","0.252","0.955","0.404","1.529","1.207","5.578","6.784","2.882","8.03","10.912","4.609","4.609","3.928","0.318","4.247","8.855","0.329","2.268","2.597","0.052","0.307","0.36","0.048","0.174","0.222","0.105","0.74","0.845","0.138","4.142","4.28"
"ABT147","2007.0","115.628","1.899","2.336","4.235","4.154","0.159","4.313","0.275","0.958","0.342","1.393","1.233","5.706","6.938","3.132","8.042","11.173","4.611","4.611","3.413","0.298","3.711","8.322","0.297","2.465","2.762","0.043","0.327","0.37","0.04","0.2","0.24","0.094","0.728","0.822","0.149","4.504","4.653"
"ABT147","2008.0","160.155","1.751","2.635","4.385","3.366","0.137","3.503","0.206","0.974","0.393","1.269","1.18","4.772","5.951","2.93","7.406","10.337","4.907","4.907","2.411","0.273","2.684","7.591","0.436","5.257","5.692","0.061","0.659","0.72","0.055","0.321","0.376","0.097","1.096","1.193","0.263","9.365","9.628"
"ABT147","2009.0","147.511","1.657","2.078","3.735","2.7","0.133","2.832","0.187","1.105","0.628","1.206","1.292","4.039","5.331","2.949","6.116","9.065","3.373","3.373","1.61","0.219","1.829","5.202","0.398","2.373","2.771","0.053","0.315","0.368","0.056","0.206","0.262","0.091","0.837","0.928","0.25","4.442","4.692"
"ABT147","2010.0","137.09","1.417","1.608","3.025","2.588","0.119","2.707","0.185","1.268","0.65","1.113","1.454","3.82","5.274","2.871","5.428","8.299","2.478","2.478","1.179","0.225","1.404","3.882","0.479","2.326","2.805","0.065","0.296","0.361","0.102","0.19","0.292","0.111","0.65","0.761","0.489","4.235","4.723"
"ABT147","2011.0","180.971","2.341","2.499","4.84","2.718","0.137","2.855","0.209","1.317","0.728","1.15","1.526","4.005","5.531","3.867","6.504","10.371","3.366","3.366","1.099","0.242","1.342","4.708","0.382","2.843","3.225","0.062","0.369","0.431","0.052","0.306","0.358","0.103","0.787","0.889","0.308","5.04","5.348"
"ABT147","2012.0","105.565","1.473","1.515","2.988","2.495","0.175","2.67","0.209","1.414","0.851","1.129","1.623","3.799","5.422","3.096","5.314","8.41","1.805","1.805","1.028","0.216","1.244","3.048","0.336","1.829","2.165","0.056","0.272","0.328","0.049","0.17","0.218","0.111","0.621","0.731","0.238","3.229","3.467"
"ABT147","2013.0","119.431","1.682","1.737","3.419","2.316","0.138","2.454","0.18","1.352","0.764","0.998","1.532","3.451","4.983","3.213","5.188","8.402","1.89","1.89","0.769","0.189","0.959","2.849","0.434","1.459","1.893","0.056","0.226","0.282","0.046","0.214","0.261","0.094","0.583","0.678","0.37","2.609","2.979"
"ABT147","2014.0","128.829","1.457","1.41","2.868","1.977","0.178","2.155","0.183","1.302","0.792","0.898","1.484","3.053","4.537","2.942","4.463","7.405","1.619","1.619","0.796","0.22","1.016","2.635","0.565","2.378","2.943","0.073","0.327","0.4","0.056","0.369","0.424","0.114","0.552","0.666","0.482","4.295","4.777"
"ABT147","2015.0","109.855","1.249","1.559","2.808","2.295","0.146","2.442","0.174","1.49","0.924","0.89","1.664","3.332","4.996","2.913","4.891","7.805","1.547","1.547","0.69","0.179","0.869","2.416","0.463","4.884","5.347","0.062","0.62","0.682","0.048","0.291","0.34","0.11","0.631","0.742","0.421","8.884","9.306"
"ABT147","2016.0","118.135","1.493","1.354","2.847","2.171","0.146","2.317","0.146","1.527","1.014","0.833","1.673","3.15","4.823","3.166","4.504","7.67","1.241","1.241","0.636","0.157","0.792","2.034","0.436","2.492","2.928","0.061","0.339","0.4","0.046","0.191","0.238","0.112","0.604","0.716","0.396","4.559","4.955"
"ABT147","2017.0","135.052","1.571","1.464","3.034","1.854","0.162","2.016","0.173","1.658","1.129","0.783","1.831","2.798","4.63","3.402","4.262","7.664","1.354","1.354","0.549","0.163","0.712","2.066","0.419","3.644","4.063","0.058","0.475","0.533","0.051","0.287","0.339","0.12","0.625","0.744","0.391","6.752","7.143"
"ABT147","2018.0","191.008","1.723","1.626","3.348","1.783","0.155","1.937","0.162","1.658","1.129","0.783","1.82","2.72","4.54","3.543","4.346","7.889","1.479","1.479","0.414","0.157","0.571","2.05","0.401","3.565","3.966","0.057","0.45","0.507","0.059","0.454","0.513","0.112","0.782","0.894","0.341","6.558","6.9"
"ABT147","2019.0","159.096","1.996","1.83","3.825","1.61","0.153","1.762","0.153","1.658","1.129","0.783","1.811","2.545","4.357","3.807","4.375","8.182","1.318","1.318","0.34","0.14","0.481","1.798","0.384","2.072","2.456","0.056","0.284","0.34","0.052","0.409","0.46","0.105","0.76","0.865","0.381","3.707","4.088"
"ABT147","2020.0","130.03","1.711","1.496","3.208","1.725","0.146","1.871","0.138","1.658","1.129","0.783","1.797","2.654","4.45","3.508","4.15","7.658","0.997","0.997","0.337","0.145","0.483","1.48","0.428","1.117","1.544","0.062","0.247","0.309","0.057","0.326","0.383","0.116","0.981","1.098","0.416","1.994","2.409"
"IRL141","2001.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0"
"IRL141","2002.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0"
"IRL141","2003.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0"
"IRL141","2004.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0"
"IRL141","2005.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0"
"IRL141","2006.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0"
"IRL141","2007.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0"
