"SITE_ID","YEAR","PRECIP","N_WET_NH4","N_WET_NO3","N_WET","N_DRY_HNO3","N_DRY_NO3","N_DRY_TNO3","N_DRY_NH4","N_DRY_NH3","N_DRY_NH3NET","N_DRY_NOM","N_DRY_NRED","N_DRY_NOXI","N_DRY","N_TOTAL_NRED","N_TOTAL_NOXI","N_TOTAL","S_WET_SO4","S_WET","S_DRY_SO2","S_DRY_SO4","S_DRY","S_TOTAL","NA_DRY","NA_WET","NA_TOTAL","MG_DRY","MG_WET","MG_TOTAL","K_DRY","K_WET","K_TOTAL","CA_DRY","CA_WET","CA_TOTAL","CL_DRY","CL_WET","CL_TOTAL"
"CTH110","2019.0","107.909","2.276","1.429","3.706","1.32","0.19","1.51","0.204","1.843","1.004","0.546","2.048","2.056","4.104","4.324","3.486","7.81","1.077","1.077","0.444","0.089","0.532","1.609","0.131","0.282","0.413","0.033","0.113","0.146","0.037","0.143","0.18","0.194","0.837","1.031","0.129","0.507","0.636"
"CTH110","2020.0","103.149","2.209","1.261","3.47","1.319","0.14","1.459","0.167","1.843","1.004","0.546","2.01","2.005","4.015","4.219","3.266","7.485","0.943","0.943","0.399","0.08","0.479","1.422","0.105","0.361","0.466","0.036","0.155","0.191","0.036","0.155","0.191","0.201","1.159","1.361","0.101","0.613","0.714"
"QAK172","2001.0","91.825","2.027","3.407","5.434","8.226","0.208","8.434","0.395","0.59","-1.088","1.77","0.985","10.204","11.189","3.012","13.611","16.624","8.598","8.598","24.529","0.414","24.944","33.542","0.11","0.476","0.586","0.059","0.193","0.252","0.038","0.244","0.282","0.278","1.387","1.665","0.075","1.569","1.645"
"QAK172","2002.0","93.75","2.141","3.133","5.274","7.387","0.183","7.571","0.346","0.59","-1.088","1.77","0.936","9.341","10.277","3.077","12.474","15.551","7.37","7.37","22.289","0.365","22.655","30.025","0.093","0.43","0.523","0.064","0.214","0.278","0.036","0.213","0.249","0.31","1.438","1.749","0.075","1.302","1.377"
"QAK172","2003.0","128.985","2.719","3.911","6.63","6.671","0.161","6.833","0.33","0.565","-0.457","1.759","0.895","8.592","9.487","3.615","12.503","16.117","10.238","10.238","21.503","0.36","21.862","32.1","0.101","0.518","0.62","0.054","0.293","0.347","0.036","0.522","0.558","0.248","1.923","2.171","0.075","1.815","1.89"
"QAK172","2004.0","146.482","2.335","3.556","5.891","6.054","0.159","6.213","0.328","0.608","-0.708","1.694","0.936","7.907","8.843","3.271","11.463","14.734","10.208","10.208","23.69","0.356","24.047","34.255","0.098","0.598","0.696","0.057","0.248","0.305","0.036","0.4","0.436","0.255","1.592","1.847","0.063","1.849","1.912"
"QAK172","2005.0","107.413","2.234","3.364","5.598","5.78","0.161","5.941","0.353","0.671","-0.989","1.505","1.023","7.446","8.469","3.257","10.81","14.067","8.158","8.158","20.463","0.387","20.85","29.007","0.082","0.423","0.505","0.06","0.215","0.275","0.034","0.232","0.266","0.294","1.364","1.658","0.065","1.532","1.597"
"QAK172","2006.0","109.201","2.731","3.414","6.145","5.169","0.121","5.29","0.301","1.004","-1.276","1.504","1.306","6.794","8.1","4.037","10.208","14.245","9.288","9.288","18.361","0.317","18.678","27.966","0.066","0.592","0.658","0.053","0.339","0.392","0.032","0.635","0.667","0.268","2.121","2.389","0.044","1.654","1.698"
"QAK172","2007.0","116.939","3.057","3.522","6.579","5.36","0.175","5.535","0.371","0.921","-0.887","1.389","1.292","6.923","8.215","4.349","10.446","14.794","10.489","10.489","17.131","0.372","17.502","27.991","0.114","0.794","0.907","0.069","0.314","0.382","0.04","0.245","0.285","0.35","1.99","2.34","0.069","2.065","2.134"
"QAK172","2008.0","116.9","2.345","3.105","5.45","4.888","0.13","5.018","0.293","1.103","-0.587","1.323","1.396","6.341","7.737","3.741","9.446","13.187","7.621","7.621","14.677","0.294","14.971","22.593","0.107","0.73","0.837","0.064","0.319","0.383","0.038","0.394","0.433","0.303","2.174","2.477","0.051","1.972","2.023"
"QAK172","2009.0","88.121","1.465","1.84","3.305","3.486","0.148","3.634","0.288","1.2","-0.112","1.195","1.489","4.829","6.318","2.954","6.669","9.623","4.561","4.561","9.734","0.242","9.976","14.537","0.091","0.383","0.475","0.06","0.183","0.243","0.047","0.192","0.239","0.323","1.136","1.459","0.054","1.054","1.107"
"QAK172","2010.0","104.618","1.611","1.936","3.547","3.898","0.166","4.064","0.283","1.339","-0.145","1.121","1.621","5.185","6.806","3.232","7.121","10.353","4.779","4.779","7.569","0.241","7.809","12.589","0.088","0.36","0.447","0.067","0.209","0.276","0.046","0.438","0.485","0.375","1.299","1.674","0.051","0.969","1.02"
"QAK172","2011.0","133.649","3.247","3.242","6.49","3.367","0.12","3.487","0.3","1.57","-0.336","1.174","1.87","4.661","6.531","5.117","7.904","13.021","7.808","7.808","8.285","0.241","8.526","16.334","0.095","0.868","0.963","0.052","0.361","0.413","0.041","0.392","0.433","0.261","2.436","2.696","0.065","1.675","1.74"
"QAK172","2012.0","110.681","2.57","2.578","5.148","3.114","0.117","3.231","0.241","1.587","-0.039","1.164","1.828","4.395","6.223","4.399","6.972","11.371","4.826","4.826","4.824","0.18","5.004","9.83","0.066","0.629","0.695","0.058","0.291","0.348","0.033","0.406","0.439","0.318","1.924","2.243","0.049","1.145","1.194"
"QAK172","2014.0","98.257","2.52","2.192","4.711","2.72","0.16","2.88","0.251","1.432","-0.012","1.15","1.683","4.03","5.713","4.203","6.222","10.425","4.073","4.073","4.211","0.18","4.391","8.464","0.098","0.586","0.684","0.064","0.284","0.348","0.034","0.567","0.602","0.328","1.754","2.082","0.069","1.168","1.237"
"QAK172","2015.0","116.95","2.137","2.078","4.216","2.712","0.136","2.847","0.209","1.773","0.172","1.068","1.982","3.916","5.897","4.119","5.994","10.113","2.833","2.833","2.649","0.142","2.792","5.625","0.092","0.591","0.684","0.06","0.235","0.295","0.031","0.25","0.281","0.301","1.352","1.653","0.065","1.205","1.27"
"QAK172","2016.0","103.788","2.177","1.799","3.976","2.608","0.14","2.747","0.206","1.944","0.658","0.91","2.15","3.657","5.806","4.327","5.456","9.783","2.273","2.273","1.556","0.119","1.674","3.947","0.08","0.487","0.567","0.056","0.251","0.308","0.033","0.395","0.428","0.296","1.522","1.818","0.058","0.832","0.89"
"QAK172","2017.0","115.609","2.689","2.084","4.773","2.264","0.149","2.414","0.205","2.235","0.649","0.931","2.44","3.345","5.784","5.129","5.428","10.557","2.404","2.404","1.639","0.108","1.747","4.151","0.077","0.702","0.78","0.059","0.304","0.363","0.038","0.478","0.516","0.317","1.875","2.191","0.062","1.194","1.256"
"QAK172","2018.0","151.478","2.951","2.459","5.41","2.112","0.157","2.269","0.215","2.235","0.649","0.931","2.45","3.2","5.65","5.401","5.659","11.061","2.563","2.563","1.326","0.107","1.433","3.996","0.08","0.704","0.783","0.053","0.261","0.314","0.039","0.374","0.413","0.263","1.654","1.917","0.067","1.21","1.277"
"QAK172","2019.0","133.791","3.004","2.366","5.369","1.953","0.173","2.126","0.211","2.235","0.649","0.931","2.446","3.057","5.503","5.45","5.422","10.872","2.472","2.472","1.347","0.103","1.45","3.922","0.082","0.534","0.616","0.057","0.254","0.31","0.035","0.286","0.321","0.28","1.68","1.959","0.1","0.957","1.057"
"QAK172","2020.0","115.444","2.559","1.702","4.261","1.923","0.119","2.042","0.165","2.235","0.649","0.931","2.4","2.972","5.373","4.96","4.674","9.634","1.827","1.827","1.235","0.084","1.32","3.147","0.056","0.438","0.494","0.047","0.24","0.287","0.034","0.276","0.311","0.24","1.576","1.816","0.05","0.793","0.844"
